"policy_id","customer_age","gender","region","premium_amount"
"POL_554","52","female","northwest","11187.6567"
"POL_555","25","female","northeast","17878.90068"
"POL_556","28","male","southwest","3847.674"
"POL_557","46","male","northeast","8334.5896"
"POL_558","34","male","southeast","3935.1799"
"POL_559","35","female","northwest","39983.42595"
"POL_560","19","male","northwest","1646.4297"
"POL_561","46","female","northwest","9193.8385"
"POL_562","54","female","northeast","10923.9332"
"POL_563","27","male","southwest","2494.022"
"POL_564","50","male","southeast","9058.7303"
"POL_565","18","female","southeast","2801.2588"
"POL_566","19","female","northwest","2128.43105"
"POL_567","38","female","northwest","6373.55735"
"POL_568","41","male","northwest","7256.7231"
"POL_569","49","female","southwest","11552.904"
"POL_570","48","male","northwest","45702.02235"
"POL_571","31","female","southwest","3761.292"
"POL_572","18","female","southeast","2219.4451"
"POL_573","30","female","southeast","4753.6368"
"POL_574","62","female","northeast","31620.00106"
"POL_575","57","female","northeast","13224.05705"
"POL_576","58","female","northwest","12222.8983"
"POL_577","22","male","southeast","1664.9996"
"POL_578","31","female","northeast","58571.07448"
"POL_579","52","male","southwest","9724.53"
"POL_580","25","female","northeast","3206.49135"
"POL_581","59","male","northeast","12913.9924"
"POL_582","19","male","northwest","1639.5631"
"POL_583","39","male","southeast","6356.2707"
"POL_584","32","female","southeast","17626.23951"
"POL_585","19","male","southwest","1242.816"
"POL_586","33","female","southeast","4779.6023"
"POL_587","21","male","northeast","3861.20965"
"POL_588","34","female","northwest","43943.8761"
"POL_589","61","female","northeast","13635.6379"
"POL_590","38","female","southeast","5976.8311"
"POL_591","58","female","southwest","11842.442"
"POL_592","47","male","northwest","8428.0693"
"POL_593","20","male","southeast","2566.4707"
"POL_594","21","female","northeast","15359.1045"
"POL_595","41","male","southeast","5709.1644"
"POL_596","46","female","northeast","8823.98575"
"POL_597","42","female","southeast","7640.3092"
"POL_598","34","female","northeast","5594.8455"
"POL_599","43","male","southwest","7441.501"
"POL_600","52","female","northwest","33471.97189"
"POL_601","18","female","southeast","1633.0444"
"POL_602","51","male","northwest","9174.13565"
"POL_603","56","female","southwest","11070.535"
"POL_604","64","female","southeast","16085.1275"
"POL_605","19","female","northwest","17468.9839"
"POL_606","51","female","southeast","9283.562"
"POL_607","27","female","northeast","3558.62025"
"POL_608","59","female","northwest","25678.77845"
"POL_609","28","male","northeast","4435.0942"
"POL_610","30","male","southwest","39241.442"
"POL_611","47","female","southeast","8547.6913"
"POL_612","38","female","southwest","6571.544"
"POL_613","18","female","northeast","2207.69745"
"POL_614","34","female","northeast","6753.038"
"POL_615","20","female","southeast","1880.07"
"POL_616","47","female","southeast","42969.8527"
"POL_617","56","female","northeast","11658.11505"
"POL_618","49","male","southwest","23306.547"
"POL_619","19","female","southeast","34439.8559"
"POL_620","55","female","southwest","10713.644"
"POL_621","30","male","southwest","3659.346"
"POL_622","37","male","southwest","40182.246"
"POL_623","49","female","southwest","9182.17"
"POL_624","18","male","northeast","34617.84065"
"POL_625","59","male","northwest","12129.61415"
"POL_626","29","female","northwest","3736.4647"
"POL_627","36","male","northeast","6748.5912"
"POL_628","33","male","southeast","11326.71487"
"POL_629","58","male","southwest","11365.952"
"POL_630","44","female","northwest","42983.4585"
"POL_631","53","male","southwest","10085.846"
"POL_632","24","male","southwest","1977.815"
"POL_633","29","female","southeast","3366.6697"
"POL_634","40","male","northeast","7173.35995"
"POL_635","51","male","southwest","9391.346"
"POL_636","64","male","northeast","14410.9321"
"POL_637","19","female","northwest","2709.1119"
"POL_638","35","female","northeast","24915.04626"
"POL_639","39","male","northeast","20149.3229"
"POL_640","56","male","southeast","12949.1554"
"POL_641","33","male","southwest","6666.243"
"POL_642","42","male","northwest","32787.45859"
"POL_643","61","male","northeast","13143.86485"
"POL_644","23","female","northwest","4466.6214"
"POL_645","43","male","southeast","18806.14547"
"POL_646","48","male","northeast","10141.1362"
"POL_647","39","male","northwest","6123.5688"
"POL_648","40","female","northeast","8252.2843"
"POL_649","18","male","northeast","1712.227"
"POL_650","58","female","northeast","12430.95335"
"POL_651","49","female","southeast","9800.8882"
"POL_652","53","female","southeast","10579.711"
"POL_653","48","female","southeast","8280.6227"
"POL_654","45","female","southeast","8527.532"
"POL_655","59","female","southeast","12244.531"
"POL_656","52","female","southeast","24667.419"
"POL_657","26","female","southwest","3410.324"
"POL_658","27","male","northwest","4058.71245"
"POL_659","48","female","northeast","26392.26029"
"POL_660","57","female","northeast","14394.39815"
"POL_661","37","male","southeast","6435.6237"
"POL_662","57","female","southeast","22192.43711"
"POL_663","32","female","northeast","5148.5526"
"POL_664","18","male","southeast","1136.3994"
"POL_665","64","female","southeast","27037.9141"
"POL_666","43","male","southeast","42560.4304"
"POL_667","49","male","southwest","8703.456"
"POL_668","40","female","northwest","40003.33225"
"POL_669","62","male","northeast","45710.20785"
"POL_670","40","female","southeast","6500.2359"
"POL_671","30","male","southeast","4837.5823"
"POL_672","29","female","northeast","3943.5954"
"POL_673","36","male","southeast","4399.731"
"POL_674","41","female","southeast","6185.3208"
"POL_675","44","female","southeast","46200.9851"
"POL_676","45","male","northwest","7222.78625"
"POL_677","55","female","southeast","12485.8009"
"POL_678","60","male","northwest","46130.5265"
"POL_679","56","male","southwest","12363.547"
"POL_680","49","female","northwest","10156.7832"
"POL_681","21","female","southwest","2585.269"
"POL_682","19","male","southwest","1242.26"
"POL_683","39","male","southwest","40103.89"
"POL_684","53","male","northwest","9863.4718"
"POL_685","33","female","southwest","4766.022"
"POL_686","53","male","northeast","11244.3769"
"POL_687","42","male","northeast","7729.64575"
"POL_688","40","male","southeast","5438.7491"
"POL_689","47","female","southwest","26236.57997"
"POL_690","27","male","southeast","34806.4677"
"POL_691","21","male","northeast","2104.1134"
"POL_692","47","male","southwest","8068.185"
"POL_693","20","male","northwest","2362.22905"
"POL_694","24","male","northwest","2352.96845"
"POL_695","27","female","southwest","3577.999"
"POL_696","26","female","northwest","3201.24515"
"POL_697","53","female","northeast","29186.48236"
"POL_698","41","male","southeast","40273.6455"
"POL_699","56","male","northwest","10976.24575"
"POL_700","23","female","southeast","3500.6123"
"POL_701","21","female","southeast","2020.5523"
"POL_702","50","female","northeast","9541.69555"
"POL_703","53","male","southeast","9504.3103"
"POL_704","34","female","northwest","5385.3379"
"POL_705","47","female","northwest","8930.93455"
"POL_706","33","female","southwest","5375.038"
"POL_707","51","female","southeast","44400.4064"
"POL_708","49","male","northwest","10264.4421"
"POL_709","31","female","northeast","6113.23105"
"POL_710","36","female","northeast","5469.0066"
"POL_711","18","male","southeast","1727.54"
"POL_712","50","female","southeast","10107.2206"
"POL_713","43","female","northwest","8310.83915"
"POL_714","20","male","northeast","1984.4533"
"POL_715","24","female","southwest","2457.502"
"POL_716","60","male","southwest","12146.971"
"POL_717","49","female","northwest","9566.9909"
"POL_718","60","male","northwest","13112.6048"
"POL_719","51","female","northwest","10848.1343"
"POL_720","58","female","northwest","12231.6136"
"POL_721","51","female","northeast","9875.6804"
"POL_722","53","male","southwest","11264.541"
"POL_723","62","male","southwest","12979.358"
"POL_724","19","male","southwest","1263.249"
"POL_725","50","female","northeast","10106.13425"
"POL_726","30","female","southeast","40932.4295"
"POL_727","41","male","northwest","6664.68595"
"POL_728","29","female","northeast","16657.71745"
"POL_729","18","female","northeast","2217.6012"
"POL_730","41","female","southeast","6781.3542"
"POL_731","35","male","southeast","19361.9988"
"POL_732","53","male","southwest","10065.413"
"POL_733","24","female","southwest","4234.927"
"POL_734","48","female","northeast","9447.25035"
"POL_735","59","female","southwest","14007.222"
"POL_736","49","female","northwest","9583.8933"
"POL_737","37","female","southeast","40419.0191"
"POL_738","26","male","southwest","3484.331"
"POL_739","23","male","northeast","36189.1017"
"POL_740","29","male","southwest","44585.45587"
"POL_741","45","male","northeast","8604.48365"
"POL_742","27","male","southeast","18246.4955"
"POL_743","53","male","northeast","43254.41795"
"POL_744","31","female","southeast","3757.8448"
"POL_745","50","male","northwest","8827.2099"
"POL_746","50","female","northwest","9910.35985"
"POL_747","34","male","southwest","11737.84884"
"POL_748","19","male","northwest","1627.28245"
"POL_749","47","female","southwest","8556.907"
"POL_750","28","male","northwest","3062.50825"
"POL_751","37","female","southeast","19539.243"
"POL_752","21","male","northwest","1906.35825"
"POL_753","64","male","northwest","14210.53595"
"POL_754","58","female","southeast","11833.7823"
"POL_755","24","male","northeast","17128.42608"
"POL_756","31","male","northeast","5031.26955"
"POL_757","39","female","northeast","7985.815"
"POL_758","47","female","southeast","23065.4207"
"POL_759","30","male","northeast","5428.7277"
"POL_760","18","male","southeast","36307.7983"
"POL_761","22","female","northeast","3925.7582"
"POL_762","23","male","southwest","2416.955"
"POL_763","33","male","southwest","19040.876"
"POL_764","27","male","northeast","3070.8087"
"POL_765","45","female","northeast","9095.06825"
"POL_766","57","female","northwest","11842.62375"
"POL_767","47","male","southwest","8062.764"
"POL_768","42","female","southwest","7050.642"
"POL_769","64","female","southwest","14319.031"
"POL_770","38","female","northwest","6933.24225"
"POL_771","61","male","southwest","27941.28758"
"POL_772","53","female","southwest","11150.78"
"POL_773","44","female","northeast","12797.20962"
"POL_774","19","female","northwest","17748.5062"
"POL_775","41","male","northwest","7261.741"
"POL_776","51","male","southeast","10560.4917"
"POL_777","40","male","northwest","6986.697"
"POL_778","45","male","northeast","7448.40395"
"POL_779","35","male","southeast","5934.3798"
"POL_780","53","male","northwest","9869.8102"
"POL_781","30","male","southwest","18259.216"
"POL_782","18","male","southeast","1146.7966"
"POL_783","51","male","southeast","9386.1613"
"POL_784","50","female","southwest","24520.264"
"POL_785","31","female","southeast","4350.5144"
"POL_786","35","female","southwest","6414.178"
"POL_787","60","male","northeast","12741.16745"
"POL_788","21","male","northwest","1917.3184"
"POL_789","29","male","northeast","5209.57885"
"POL_790","62","female","southeast","13457.9608"
"POL_791","39","female","southeast","5662.225"
"POL_792","19","male","southwest","1252.407"
"POL_793","22","female","northeast","2731.9122"
"POL_794","53","male","southeast","21195.818"
"POL_795","39","female","northwest","7209.4918"
"POL_796","27","male","northwest","18310.742"
"POL_797","30","male","southeast","4266.1658"
"POL_798","30","female","northeast","4719.52405"
"POL_799","58","female","southwest","11848.141"
"POL_800","33","male","northeast","17904.52705"
"POL_801","42","female","southeast","7046.7222"
"POL_802","64","female","southeast","14313.8463"
"POL_803","21","male","southwest","2103.08"
"POL_804","18","female","southeast","38792.6856"
"POL_805","23","male","southeast","1815.8759"
"POL_806","45","female","northwest","7731.85785"
"POL_807","40","female","northwest","28476.73499"
"POL_808","19","female","northwest","2136.88225"
"POL_809","18","male","southeast","1131.5066"
"POL_810","25","male","northeast","3309.7926"
"POL_811","46","female","southwest","9414.92"
"POL_812","33","female","northwest","6360.9936"
"POL_813","54","male","southeast","11013.7119"
"POL_814","28","male","northeast","4428.88785"
"POL_815","36","male","southeast","5584.3057"
"POL_816","20","female","southeast","1877.9294"
"POL_817","24","female","northwest","2842.76075"
"POL_818","23","male","southwest","3597.596"
"POL_819","47","female","northeast","23401.30575"
"POL_820","33","female","northwest","55135.40209"
"POL_821","45","male","southwest","7445.918"
"POL_822","26","male","northwest","2680.9493"
"POL_823","18","female","southeast","1621.8827"
"POL_824","44","female","southeast","8219.2039"
"POL_825","60","male","northwest","12523.6048"
"POL_826","64","female","northeast","16069.08475"
"POL_827","56","male","southeast","43813.8661"
"POL_828","36","male","northeast","20773.62775"
"POL_829","41","male","northeast","39597.4072"
"POL_830","39","male","northwest","6117.4945"
"POL_831","63","male","southwest","13393.756"
"POL_832","36","female","northwest","5266.3656"
"POL_833","28","female","northwest","4719.73655"
"POL_834","58","male","northwest","11743.9341"
"POL_835","36","male","northwest","5377.4578"
"POL_836","42","male","southeast","7160.3303"
"POL_837","36","male","southwest","4402.233"
"POL_838","56","female","northeast","11657.7189"
"POL_839","35","female","northeast","6402.29135"
"POL_840","59","female","northwest","12622.1795"
"POL_841","21","male","southwest","1526.312"
"POL_842","59","male","northeast","12323.936"
"POL_843","23","female","southeast","36021.0112"
"POL_844","57","female","southeast","27533.9129"
"POL_845","53","male","northeast","10072.05505"
"POL_846","60","female","southeast","45008.9555"
"POL_847","51","female","southwest","9872.701"
"POL_848","23","male","southeast","2438.0552"
"POL_849","27","female","southwest","2974.126"
"POL_850","55","male","northwest","10601.63225"
"POL_851","37","female","northeast","37270.1512"
"POL_852","61","male","northwest","14119.62"
"POL_853","46","female","northeast","42111.6647"
"POL_854","53","female","northeast","11729.6795"
"POL_855","49","female","northeast","24106.91255"
"POL_856","20","female","southwest","1875.344"
"POL_857","48","female","southeast","40974.1649"
"POL_858","25","male","northwest","15817.9857"
"POL_859","25","female","southeast","18218.16139"
"POL_860","57","male","southwest","10965.446"
"POL_861","37","female","southwest","46113.511"
"POL_862","38","female","southwest","7151.092"
"POL_863","55","female","northwest","12269.68865"
"POL_864","36","female","northeast","5458.04645"
"POL_865","51","male","southwest","8782.469"
"POL_866","40","male","southwest","6600.361"
"POL_867","18","male","southeast","1141.4451"
"POL_868","57","male","southwest","11576.13"
"POL_869","61","male","northeast","13129.60345"
"POL_870","25","female","southwest","4391.652"
"POL_871","50","male","southwest","8457.818"
"POL_872","26","female","southeast","3392.3652"
"POL_873","42","male","southeast","5966.8874"
"POL_874","43","male","southwest","6849.026"
"POL_875","44","male","northeast","8891.1395"
"POL_876","23","female","northwest","2690.1138"
"POL_877","49","female","southwest","26140.3603"
"POL_878","33","male","southeast","6653.7886"
"POL_879","41","male","southwest","6282.235"
"POL_880","37","female","southwest","6311.952"
"POL_881","22","male","southwest","3443.064"
"POL_882","23","male","northwest","2789.0574"
"POL_883","21","female","northeast","2585.85065"
"POL_884","51","female","northeast","46255.1125"
"POL_885","25","male","northwest","4877.98105"
"POL_886","32","male","southeast","19719.6947"
"POL_887","57","male","northeast","27218.43725"
"POL_888","36","female","northwest","5272.1758"
"POL_889","22","male","southwest","1682.597"
"POL_890","57","male","northwest","11945.1327"
"POL_891","64","female","northwest","29330.98315"
"POL_892","36","female","southeast","7243.8136"
"POL_893","54","male","northeast","10422.91665"
"POL_894","47","male","southeast","44202.6536"
"POL_895","62","male","northeast","13555.0049"
"POL_896","61","female","southwest","13063.883"
"POL_897","43","female","northeast","19798.05455"
"POL_898","19","male","northwest","2221.56445"
"POL_899","18","female","southeast","1634.5734"
"POL_900","19","female","northwest","2117.33885"
"POL_901","49","male","northeast","8688.85885"
"POL_902","60","male","southeast","48673.5588"
"POL_903","26","male","northeast","4661.28635"
"POL_904","49","male","southeast","8125.7845"
"POL_905","60","female","southwest","12644.589"
"POL_906","26","female","northeast","4564.19145"
"POL_907","27","male","northeast","4846.92015"
"POL_908","44","female","southeast","7633.7206"
"POL_909","63","male","southwest","15170.069"
"POL_910","32","female","southwest","17496.306"
"POL_911","22","male","northwest","2639.0429"
"POL_912","18","male","northeast","33732.6867"
"POL_913","59","female","northwest","14382.70905"
"POL_914","44","female","southwest","7626.993"
"POL_915","33","male","northwest","5257.50795"
"POL_916","24","female","southeast","2473.3341"
"POL_917","43","female","northwest","21774.32215"
"POL_918","45","male","northeast","35069.37452"
"POL_919","61","female","southwest","13041.921"
"POL_920","35","female","southeast","5245.2269"
"POL_921","62","female","southwest","13451.122"
"POL_922","62","female","southwest","13462.52"
"POL_923","38","male","southwest","5488.262"
"POL_924","34","male","northwest","4320.41085"
"POL_925","43","male","southwest","6250.435"
"POL_926","50","male","northeast","25333.33284"
"POL_927","19","female","southwest","2913.569"
"POL_928","57","female","southwest","12032.326"
"POL_929","62","female","southeast","13470.8044"
"POL_930","41","male","southeast","6289.7549"
"POL_931","26","male","southeast","2927.0647"
"POL_932","39","female","southwest","6238.298"
"POL_933","46","male","southwest","10096.97"
"POL_934","45","female","southwest","7348.142"
"POL_935","32","male","southeast","4673.3922"
"POL_936","59","female","southwest","12233.828"
"POL_937","44","male","northeast","32108.66282"
"POL_938","39","female","northwest","8965.79575"
"POL_939","18","male","southeast","2304.0022"
"POL_940","53","male","southeast","9487.6442"
"POL_941","18","male","southeast","1121.8739"
"POL_942","50","female","southeast","9549.5651"
"POL_943","18","female","northeast","2217.46915"
"POL_944","19","male","northwest","1628.4709"
"POL_945","62","male","southeast","12982.8747"
"POL_946","56","female","southwest","11674.13"
"POL_947","42","male","southwest","7160.094"
"POL_948","37","male","northeast","39047.285"
"POL_949","42","male","northwest","6358.77645"
"POL_950","25","male","southwest","19933.458"
"POL_951","57","male","northeast","11534.87265"
"POL_952","51","male","southeast","47462.894"
"POL_953","30","female","northwest","4527.18295"
"POL_954","44","male","southwest","38998.546"
"POL_955","34","male","northwest","20009.63365"
"POL_956","31","male","southeast","3875.7341"
"POL_957","54","male","southeast","41999.52"
"POL_958","24","male","northwest","12609.88702"
"POL_959","43","male","northeast","41034.2214"
"POL_960","48","male","northwest","28468.91901"
"POL_961","19","female","northwest","2730.10785"
"POL_962","29","female","southwest","3353.284"
"POL_963","63","female","southeast","14474.675"
"POL_964","46","male","northeast","9500.57305"
"POL_965","52","male","northwest","26467.09737"
"POL_966","35","male","southwest","4746.344"
"POL_967","51","male","northwest","23967.38305"
"POL_968","44","male","northwest","7518.02535"
"POL_969","21","male","northeast","3279.86855"
"POL_970","39","female","southeast","8596.8278"
"POL_971","50","female","southeast","10702.6424"
"POL_972","34","female","northeast","4992.3764"
"POL_973","22","female","northwest","2527.81865"
"POL_974","19","female","southwest","1759.338"
"POL_975","26","male","southeast","2322.6218"
"POL_976","29","male","northeast","16138.76205"
"POL_977","48","male","southeast","7804.1605"
"POL_978","26","male","southeast","2902.9065"
"POL_979","45","female","northeast","9704.66805"
"POL_980","36","female","southeast","4889.0368"
"POL_981","54","male","northeast","25517.11363"
"POL_982","34","male","northeast","4500.33925"
"POL_983","31","male","southwest","19199.944"
"POL_984","27","female","northeast","16796.41194"
"POL_985","20","male","northeast","4915.05985"
"POL_986","44","female","southwest","7624.63"
"POL_987","43","male","northwest","8410.04685"
"POL_988","45","female","northwest","28340.18885"
"POL_989","34","male","northeast","4518.82625"
"POL_990","24","female","northeast","14571.8908"
"POL_991","26","female","southwest","3378.91"
"POL_992","38","female","northeast","7144.86265"
"POL_993","50","female","southwest","10118.424"
"POL_994","38","male","southeast","5484.4673"
"POL_995","27","female","northwest","16420.49455"
"POL_996","39","female","northeast","7986.47525"
"POL_997","39","female","southwest","7418.522"
"POL_998","63","female","southeast","13887.9685"
"POL_999","33","female","northeast","6551.7501"
"POL_1000","36","female","northwest","5267.81815"
"POL_1001","30","male","northwest","17361.7661"
"POL_1002","24","male","southwest","34472.841"
"POL_1003","24","male","southwest","1972.95"
"POL_1004","48","male","southwest","21232.18226"
"POL_1005","47","male","northeast","8627.5411"
"POL_1006","29","male","northwest","4433.3877"
"POL_1007","28","male","northeast","4438.2634"
"POL_1008","47","male","northwest","24915.22085"
"POL_1009","25","male","northeast","23241.47453"
"POL_1010","51","male","northeast","9957.7216"
"POL_1011","48","female","southwest","8269.044"
"POL_1012","43","male","southeast","18767.7377"
"POL_1013","61","female","southeast","36580.28216"
"POL_1014","48","male","northwest","8765.249"
"POL_1015","38","female","southwest","5383.536"
"POL_1016","59","male","northwest","12124.9924"
"POL_1017","19","female","northwest","2709.24395"
"POL_1018","26","female","southwest","3987.926"
"POL_1019","54","female","northwest","12495.29085"
"POL_1020","21","female","northwest","26018.95052"
"POL_1021","51","male","southwest","8798.593"
"POL_1022","22","female","southeast","35595.5898"
"POL_1023","47","male","southeast","42211.1382"
"POL_1024","18","male","southeast","1711.0268"
"POL_1025","47","female","southeast","8569.8618"
"POL_1026","21","female","southwest","2020.177"
"POL_1027","19","male","northwest","16450.8947"
"POL_1028","23","male","northwest","21595.38229"
"POL_1029","54","male","southwest","9850.432"
"POL_1030","37","female","northeast","6877.9801"
"POL_1031","46","female","northwest","21677.28345"
"POL_1032","55","female","southeast","44423.803"
"POL_1033","30","female","northeast","4137.5227"
"POL_1034","18","male","northeast","13747.87235"
"POL_1035","61","male","northwest","12950.0712"
"POL_1036","54","female","southwest","12094.478"
"POL_1037","22","male","southeast","37484.4493"
"POL_1038","45","female","northwest","39725.51805"
"POL_1039","22","male","northeast","2250.8352"
"POL_1040","19","male","northwest","22493.65964"
"POL_1041","35","female","northwest","20234.85475"
"POL_1042","18","male","northeast","1704.70015"
"POL_1043","20","male","northeast","33475.81715"
"POL_1044","28","female","southwest","3161.454"
"POL_1045","55","male","northeast","11394.06555"
"POL_1046","43","female","northwest","21880.82"
"POL_1047","43","female","northeast","7325.0482"
"POL_1048","22","male","southeast","44501.3982"
"POL_1049","25","female","northwest","3594.17085"
"POL_1050","49","male","southwest","39727.614"
"POL_1051","44","female","northwest","8023.13545"
"POL_1052","64","male","northeast","14394.5579"
"POL_1053","49","male","northeast","9288.0267"
"POL_1054","47","male","southwest","25309.489"
"POL_1055","27","female","northwest","3353.4703"
"POL_1056","55","male","northwest","10594.50155"
"POL_1057","48","female","southwest","8277.523"
"POL_1058","45","female","southeast","17929.30337"
"POL_1059","24","female","southeast","2480.9791"
"POL_1060","32","male","northwest","4462.7218"
"POL_1061","24","male","southeast","1981.5819"
"POL_1062","57","male","southeast","11554.2236"
"POL_1063","59","male","southeast","48970.2476"
"POL_1064","36","male","northwest","6548.19505"
"POL_1065","29","female","southwest","5708.867"
"POL_1066","42","female","southwest","7045.499"
"POL_1067","48","male","southeast","8978.1851"
"POL_1068","39","male","northeast","5757.41345"
"POL_1069","63","male","northwest","14349.8544"
"POL_1070","54","female","southeast","10928.849"
"POL_1071","37","male","southeast","39871.7043"
"POL_1072","63","male","northeast","13974.45555"
"POL_1073","21","male","northwest","1909.52745"
"POL_1074","54","female","northeast","12096.6512"
"POL_1075","60","female","northeast","13204.28565"
"POL_1076","32","female","southeast","4562.8421"
"POL_1077","47","female","southwest","8551.347"
"POL_1078","21","male","northeast","2102.2647"
"POL_1079","28","male","southeast","34672.1472"
"POL_1080","63","male","southeast","15161.5344"
"POL_1081","18","male","southeast","11884.04858"
"POL_1082","32","male","northwest","4454.40265"
"POL_1083","38","male","northwest","5855.9025"
"POL_1084","32","male","southwest","4076.497"
"POL_1085","62","female","northwest","15019.76005"
"POL_1086","39","female","southwest","19023.26"
"POL_1087","55","male","northeast","10796.35025"
"POL_1088","57","male","northwest","11353.2276"
"POL_1089","52","male","southeast","9748.9106"
"POL_1090","56","male","southwest","10577.087"
"POL_1091","47","male","southeast","41676.0811"
"POL_1092","55","female","northeast","11286.5387"
"POL_1093","23","male","southwest","3591.48"
"POL_1094","22","female","northwest","33907.548"
"POL_1095","50","female","southwest","11299.343"
"POL_1096","18","female","northeast","4561.1885"
"POL_1097","51","female","northeast","44641.1974"
"POL_1098","22","male","southeast","1674.6323"
"POL_1099","52","female","northeast","23045.56616"
"POL_1100","25","female","southeast","3227.1211"
"POL_1101","33","female","northeast","16776.30405"
"POL_1102","53","male","southwest","11253.421"
"POL_1103","29","male","southeast","3471.4096"
"POL_1104","58","male","southeast","11363.2832"
"POL_1105","37","male","southwest","20420.60465"
"POL_1106","54","female","southeast","10338.9316"
"POL_1107","49","female","northwest","8988.15875"
"POL_1108","50","female","northwest","10493.9458"
"POL_1109","26","male","southwest","2904.088"
"POL_1110","45","male","southeast","8605.3615"
"POL_1111","54","female","northeast","11512.405"
"POL_1112","38","male","southeast","41949.2441"
"POL_1113","48","female","southeast","24180.9335"
"POL_1114","28","female","northwest","5312.16985"
"POL_1115","23","male","northeast","2396.0959"
"POL_1116","55","male","southeast","10807.4863"
"POL_1117","41","male","northeast","9222.4026"
"POL_1118","25","male","southeast","36124.5737"
"POL_1119","33","male","southeast","38282.7495"
"POL_1120","30","female","northwest","5693.4305"
"POL_1121","23","female","southwest","34166.273"
"POL_1122","46","male","southeast","8347.1643"
"POL_1123","53","female","northwest","46661.4424"
"POL_1124","27","female","northeast","18903.49141"
"POL_1125","23","female","northeast","40904.1995"
"POL_1126","63","female","northwest","14254.6082"
"POL_1127","55","male","southwest","10214.636"
"POL_1128","35","female","southeast","5836.5204"
"POL_1129","34","male","southwest","14358.36437"
"POL_1130","19","female","southwest","1728.897"
"POL_1131","39","female","southeast","8582.3023"
"POL_1132","27","male","southwest","3693.428"
"POL_1133","57","male","northeast","20709.02034"
"POL_1134","52","female","northwest","9991.03765"
"POL_1135","28","male","northwest","19673.33573"
"POL_1136","50","female","northwest","11085.5868"
"POL_1137","44","female","southwest","7623.518"
"POL_1138","26","female","northwest","3176.2877"
"POL_1139","33","male","southeast","3704.3545"
"POL_1140","19","female","northwest","36898.73308"
"POL_1141","50","male","southeast","9048.0273"
"POL_1142","41","female","southwest","7954.517"
"POL_1143","52","female","southeast","27117.99378"
"POL_1144","39","male","southeast","6338.0756"
"POL_1145","50","male","southwest","9630.397"
"POL_1146","52","male","northwest","11289.10925"
"POL_1147","60","male","southwest","52590.82939"
"POL_1148","20","female","northwest","2261.5688"
"POL_1149","55","male","southwest","10791.96"
"POL_1150","42","male","southwest","5979.731"
"POL_1151","18","female","northeast","2203.73595"
"POL_1152","58","female","northwest","12235.8392"
"POL_1153","43","female","southeast","40941.2854"
"POL_1154","35","female","northwest","5630.45785"
"POL_1155","48","female","northwest","11015.1747"
"POL_1156","36","female","northeast","7228.21565"
"POL_1157","19","male","southeast","39722.7462"
"POL_1158","23","female","northwest","14426.07385"
"POL_1159","20","female","northeast","2459.7201"
"POL_1160","32","female","southwest","3989.841"
"POL_1161","43","female","northwest","7727.2532"
"POL_1162","34","male","southeast","5124.1887"
"POL_1163","30","male","southeast","18963.17192"
"POL_1164","18","female","northeast","2200.83085"
"POL_1165","41","female","northwest","7153.5539"
"POL_1166","35","female","northeast","5227.98875"
"POL_1167","57","male","southeast","10982.5013"
"POL_1168","29","female","southwest","4529.477"
"POL_1169","32","male","southwest","4670.64"
"POL_1170","37","female","northwest","6112.35295"
"POL_1171","18","male","northeast","17178.6824"
"POL_1172","43","female","southwest","22478.6"
"POL_1173","56","female","southeast","11093.6229"
"POL_1174","38","male","northwest","6457.8434"
"POL_1175","29","male","northwest","4433.9159"
"POL_1176","22","female","southwest","2154.361"
"POL_1177","52","female","northwest","23887.6627"
"POL_1178","40","female","southwest","6496.886"
"POL_1179","23","female","northeast","2899.48935"
"POL_1180","31","male","southeast","19350.3689"
"POL_1181","42","female","northeast","7650.77375"
"POL_1182","24","female","northwest","2850.68375"
"POL_1183","25","female","southwest","2632.992"
"POL_1184","48","female","northeast","9447.3824"
"POL_1185","23","female","southeast","18328.2381"
"POL_1186","45","male","northeast","8603.8234"
"POL_1187","20","male","northwest","37465.34375"
"POL_1188","62","female","northwest","13844.7972"
"POL_1189","43","female","northeast","21771.3423"
"POL_1190","23","female","southwest","13126.67745"
"POL_1191","31","female","northwest","5327.40025"
"POL_1192","41","female","northeast","13725.47184"
"POL_1193","58","female","northeast","13019.16105"
"POL_1194","48","female","northwest","8671.19125"
"POL_1195","31","female","northwest","4134.08245"
"POL_1196","19","female","northwest","18838.70366"
"POL_1197","19","female","northwest","33307.5508"
"POL_1198","41","male","southeast","5699.8375"
"POL_1199","40","male","northwest","6393.60345"
"POL_1200","31","female","southwest","4934.705"
"POL_1201","37","male","northwest","6198.7518"
"POL_1202","46","male","northwest","8733.22925"
"POL_1203","22","male","northwest","2055.3249"
"POL_1204","51","male","northeast","9964.06"
"POL_1205","18","female","southeast","18223.4512"
"POL_1206","35","male","northwest","5116.5004"
"POL_1207","59","female","southwest","36910.60803"
"POL_1208","36","male","southwest","38415.474"
"POL_1209","37","female","northeast","20296.86345"
"POL_1210","59","male","southwest","12347.172"
"POL_1211","36","male","northwest","5373.36425"
"POL_1212","39","male","southeast","23563.01618"
"POL_1213","18","male","northeast","1702.4553"
"POL_1214","52","female","southwest","10806.839"
"POL_1215","27","female","northwest","3956.07145"
"POL_1216","18","male","northeast","12890.05765"
